the_geom,SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,PUBLIC_NAM
POINT (-87.72707290900001 41.851626649000025),6885,CERMAK,KARLOV,WB,NS,21,,CHICAGO,Cermak & Karlov
POINT (-87.72465499999998 41.99026200100002),11500,PETERSON,3800 WEST,WB,MB,84,,CHICAGO,3800 W Peterson
POINT (-87.621586933 41.76928295800002),7413,69TH STREET,MICHIGAN,WB,NS,"N5,30,67",N5,CHICAGO,69th Street & Michigan
POINT (-87.648902416 41.759698653999976),10897,74TH STREET,MORGAN,WB,NS,75,,CHICAGO,74th Street & Morgan
POINT (-87.74631309199998 41.902432847),16095,DIVISION,CICERO,WB,FS,70,,CHICAGO,Division & Cicero
POINT (-87.71856865400002 41.97571431799997),14807,FOSTER,CENTRAL PARK (N.E.U.dwy.),WB,FS,92,,CHICAGO,Foster & Central Park
POINT (-87.76144483799999 41.93872228999999),9331,BELMONT,LONG,WB,NS,77,N77,CHICAGO,Belmont & Long
POINT (-87.61625021200001 41.809477657),7152,47TH STREET,KING DRIVE,WB,NS,47,,CHICAGO,47th Street & King Drive
POINT (-87.62175238499998 41.83494860299999),16119,INDIANA,33RD BOULEVARD,NB,FS,"1,4",N4,CHICAGO,Indiana & 33rd Boulevard
POINT (-87.61649665099998 41.80962728999998),2155,KING DRIVE,47TH STREET,NB,FS,3,,CHICAGO,King Drive & 47th Street
POINT (-87.676492972 41.87893626499999),17274,DAMEN,ADAMS,NB,FS,50,,CHICAGO,Damen & Adams
POINT (-87.765294004 41.89501622300003),17368,CENTRAL,CHICAGO,NB,FS,85,,CHICAGO,Central & Chicago
POINT (-87.71319839900002 41.96848270700002),3804,LAWRENCE,KIMBALL,WB,NS,81,N81,CHICAGO,Lawrence & Kimball (Brown Line)
POINT (-87.66345488600001 41.7595111),10902,74TH STREET,ASHLAND,WB,NS,75,,CHICAGO,74th Street & Ashland
POINT (-87.65733227099997 41.88165448000001),14765,MADISON,RACINE (west leg),WB,FT,20,N20,CHICAGO,Madison & Racine
POINT (-87.57579661699998 41.748052449),5297,JEFFERY,81ST STREET,NB,FS,"J14,15",,CHICAGO,Jeffery & 81st Street
POINT (-87.66029552399999 41.994435689),5432,BROADWAY,GRANVILLE,NB,NS,36,,CHICAGO,Broadway & Granville
POINT (-87.68451357999999 41.81578807300002),14579,WESTERN,43RD STREET,NB,FS,"49,X49",N49,CHICAGO,Western & 43rd Street
POINT (-87.76422928300002 41.945933663000005),12602,ADDISON,LINDER,WB,NS,152,,CHICAGO,Addison & Linder
POINT (-87.704652001 41.749866999999995),2681,79TH STREET,SPAULDING,WB,NS,79,,CHICAGO,79th Street & Spaulding
POINT (-87.65840651100001 41.692236603000026),2925,111TH STREET,BISHOP,WB,NS,111,,CHICAGO,111th Street & Bishop
POINT (-87.60725116100002 41.79504911700002),10579,55TH STREET,PAYNE DRIVE,WB,NS,55,N55,CHICAGO,55th Street & Payne Drive
POINT (-87.77006899999998 41.96780100000001),9687,LAWRENCE,MAJOR (west leg),WB,NS,"81W,91",,CHICAGO,Lawrence & Major
POINT (-87.628241 41.89500700000002),5379,STATE,HURON,SB,NS,36,,CHICAGO,State & Huron
POINT (-87.71726747000002 41.939275528999985),9314,BELMONT,CENTRAL PARK,WB,NS,77,N77,CHICAGO,Belmont & Central Park
POINT (-87.72134984299998 41.89548807199998),14523,CHICAGO,HAMLIN,WB,FS,66,N66,CHICAGO,Chicago & Hamlin
POINT (-87.66130465100002 41.768658328000015),10105,69TH STREET,LAFLIN,WB,NS,67,,CHICAGO,69th Street & Laflin
POINT (-87.59293701899998 41.784257302000015),13025,61ST STREET,KENWOOD,WB,NS,59,,CHICAGO,61st Street & Kenwood
POINT (-87.66469099900002 41.89619699999997),621,CHICAGO,GREENVIEW,WB,NS,66,N66,CHICAGO,Chicago & Greenview
POINT (-87.75936699900001 41.872900000000016),155,HARRISON,5400 WEST,EB,MB,7,,CHICAGO,5400 W Harrison
POINT (-87.709718657 41.93042293799999),5466,MILWAUKEE,SAWYER (east leg),SEB,NS,"56,76",,CHICAGO,Milwaukee & Sawyer
POINT (-87.746744476 42.026335699000015),10438,SKOKIE BLVD,OAKTON,NB,FS,54A,,SKOKIE,Skokie Blvd & Oakton
POINT (-87.65445705600001 41.95381159200002),1169,SHERIDAN,DAKIN,NB,FS,151,,CHICAGO,Sheridan & Dakin
POINT (-87.603720022 41.72020510499999),2822,COTTAGE GROVE,9600 SOUTH,SB,MB,"4,115",,CHICAGO,9600 S Cottage Grove
POINT (-87.626615001 41.767360000999986),2436,LAFAYETTE,70TH STREET,SB,NS,29,,CHICAGO,Lafayette & 70th Street
POINT (-87.65524799999997 41.807049000999996),5160,RACINE,48TH STREET,SB,NS,44,,CHICAGO,Racine & 48th Street
POINT (-87.566577043 41.767804247000015),7050,S. SHORE DRIVE,70TH STREET,SB,FS,"6,26",,CHICAGO,S. Shore Drive & 70th Street
POINT (-87.55939000000001 41.69552700000003),6984,TORRENCE,11000 SOUTH,NB,MB,71,,CHICAGO,11000 S Torrence
POINT (-87.615109303 41.760396657),2126,KING DRIVE,74TH STREET,NB,FS,3,,CHICAGO,King Drive & 74th Street
POINT (-87.575833709 41.74990958699999),5298,JEFFERY,80TH STREET,NB,FS,15,,CHICAGO,Jeffery & 80th Street
POINT (-87.78776171700002 41.977391221999994),9700,NAGLE,BERWYN,NB,NS,86,,CHICAGO,Nagle & Berwyn
POINT (-87.54789618199999 41.74837742699998),7020,S. SHORE DRIVE,81ST STREET,NB,FS,"N5,26,71",N5,CHICAGO,S. Shore Drive & 81st Street
POINT (-87.66220557499997 41.71896956699999),6132,BEVERLY,9653 SOUTH,SB,MB,9,,CHICAGO,9653 S Beverly
POINT (-87.78796891000002 41.986195866),17316,NORTHWEST HWY,NAGLE,NWB,FS,68,,CHICAGO,Northwest Hwy & Nagle
POINT (-87.71284159300001 41.79341547500002),17236,55TH STREET,CENTRAL PARK,WB,NS,55,,CHICAGO,55th Street & Central Park
POINT (-87.74249653499999 41.76023191899998),10371,73RD STREET,CICERO,WB,FS,54B,,BEDFORD PARK,73rd Street & Cicero
POINT (-87.63860317400002 41.90910034799998),17140,SEDGWICK,BLACKHAWK,SB,FS,37,,CHICAGO,Sedgwick & Blackhawk
POINT (-87.70262108100002 41.68416930699999),15794,115TH STREET,SPAULDING,EB,FT,52A,,MERRIONETTE PARK,115th Street & Spaulding
POINT (-87.69717068300002 41.914108399999975),3012,CALIFORNIA,BLOOMINGDALE,SB,NT,94,,CHICAGO,California & Bloomingdale
POINT (-87.69714100200002 41.90995412799998),14973,CALIFORNIA,NORTH AVENUE,SB,FS,94,,CHICAGO,California & North Ave
POINT (-87.71163039800001 41.99777144500001),17294,McCORMICK,DEVON,NB,FS,"82,96",,LINCOLNWOOD,McCormick & Devon
POINT (-87.64451956300002 41.84805988099998),4450,ARCHER,LOWE,NEB,NS,"44,62",,CHICAGO,Archer & Lowe
POINT (-87.738821906 41.78646501399999),14116,MIDWAY TERMINAL,ORANGE LINE STATION,SWB,TERM,"63W,165",,CHICAGO,Midway Orange Line Station
POINT (-87.69771399899997 41.932023000000015),11010,DIVERSEY,CALIFORNIA,EB,NS,76,,CHICAGO,Diversey & California
POINT (-87.727812535 41.793084437000005),10500,55TH STREET,KEELER,EB,FS,55,,CHICAGO,55th Street & Keeler
POINT (-87.669510807 41.808504035),15324,47TH STREET,WOOD,EB,FS,47,,CHICAGO,47th Street & Wood
POINT (-87.67424352900002 41.786564010999996),12976,59TH STREET,DAMEN,EB,NS,59,,CHICAGO,59th Street & Damen
POINT (-87.65889555500002 41.97811113099999),4796,BERWYN,RED LINE STATION,EB,MB,92,,CHICAGO,Berwyn & Broadway (Red Line)
POINT (-87.79700099899998 41.991299000000026),9897,NORTHWEST HWY,NETTLETON,NWB,NS,68,,CHICAGO,Northwest Hwy & Nettleton
POINT (-87.74749370699999 41.955553339999994),10202,CICERO,BELLE PLAINE,SB,NS,"54,54A",,CHICAGO,Cicero & Belle Plaine
POINT (-87.71067144400001 41.86792145999999),15300,HOMAN,FILLMORE,SB,FS,82,,CHICAGO,Homan & Fillmore
POINT (-87.72651164799998 41.90635771500001),9019,PULASKI,GRAND,SB,NS,53,N53,CHICAGO,Pulaski & Grand
POINT (-87.60740700000002 41.703981),2831,COTTAGE GROVE,105TH STREET,SB,NS,"4,115",,CHICAGO,Cottage Grove & 105th Street
POINT (-87.64085430199998 41.91999328999998),1456,LINCOLN,DICKENS/CLEVELAND,NWB,NS,37,,CHICAGO,Lincoln & Dickens/Cleveland
POINT (-87.62359130499999 41.838190381000004),1607,MICHIGAN,31ST STREET,SB,FS,"1,4",N4,CHICAGO,Michigan & 31st Street
POINT (-87.63142599999998 41.90065700100001),1853,CLARK,OAK,SB,NS,22,N22,CHICAGO,Clark & Oak
POINT (-87.84658291699998 41.971302724),8587,EAST RIVER RD,CARMEN,SB,NT,81W,,CHICAGO,East River Rd & Carmen
POINT (-87.703454518 41.96115477000001),11342,MONTROSE,SACRAMENTO,EB,NS,78,,CHICAGO,Montrose & Sacramento
POINT (-87.73441593400003 41.84404841999998),6304,26TH STREET,KOSTNER,EB,NS,60,N60,CHICAGO,26th Street & Kostner
POINT (-87.71489700000001 41.84432200100002),6312,26TH STREET,CENTRAL PARK,EB,NS,60,N60,CHICAGO,26th Street & Central Park
POINT (-87.64115217699998 41.877951128999996),14484,JACKSON,CLINTON,EB,NS,"126, 755",,CHICAGO,Jackson & Clinton
POINT (-87.65237313799997 41.70689390199999),12179,103RD STREET,RACINE,WB,NS,103,,CHICAGO,103rd Street & Racine
POINT (-87.74634447400001 42.06259707100003),14234,OLD ORCHARD RD,SKOKIE BLVD,WB,NS,201,,SKOKIE,Old Orchard Rd & Skokie Blvd
POINT (-87.728369278 41.807876566999994),8112,47TH STREET,KEELER,WB,NS,47,,CHICAGO,47th Street & Keeler
POINT (-87.68660985100001 42.04711274099998),12687,DAVIS,OAK,WB,NS,"93,201",,EVANSTON,Davis & Oak
POINT (-87.68161051499999 41.89077565600002),790,GRAND,LEAVITT,WB,NS,65,,CHICAGO,Grand & Leavitt
POINT (-87.81397045300002 41.93800177899999),9353,BELMONT,OLCOTT,WB,NS,77,,CHICAGO,Belmont & Olcott
POINT (-87.73829913999998 41.895220155000004),653,CHICAGO,KILBOURN (east leg),WB,NS,66,,CHICAGO,Chicago & Kilbourn
POINT (-87.69268888599998 41.844797105),6392,26TH STREET,WASHTENAW (west leg),WB,NS,60,N60,CHICAGO,26th Street & Washtenaw
POINT (-87.65449964700002 41.89119056599998),778,GRAND,ABERDEEN,WB,NS,65,,CHICAGO,Grand & Aberdeen
POINT (-87.57312596600002 41.73716160499998),9464,87TH STREET,CLYDE,WB,NT,"15,87",,CHICAGO,87th Street & Clyde
POINT (-87.74479325800002 41.87222414500002),3855,CICERO,FLOURNOY,NB,NS,57,,CHICAGO,Cicero & Flournoy
POINT (-87.635212878 41.88203898900002),14426,FRANKLIN,MADISON,NB,FS,37,,CHICAGO,Franklin & Madison
POINT (-87.64817992600001 41.910829740999986),5950,HALSTED,NORTH AVENUE,NB,NS,8,,CHICAGO,Halsted & North Ave
POINT (-87.67706494700002 41.899432644),8922,DAMEN,AUGUSTA,NB,NS,50,,CHICAGO,Damen & Augusta
POINT (-87.70331179200002 41.78247225199999),17453,KEDZIE,61ST STREET,SB,FS,"52,52A",,CHICAGO,Kedzie & 61st Street
POINT (-87.61165370700002 41.80951937200001),17141,47TH STREET,ST. LAWRENCE,WB,FS,47,,CHICAGO,47th Street & St. Lawrence
POINT (-87.647454251 41.867250677000015),17396,ROOSEVELT,HALSTED,WB,FS,12,,CHICAGO,Roosevelt & Halsted
POINT (-87.64761503900002 41.869682212999976),17277,TAYLOR,HALSTED,WB,FS,157,,CHICAGO,Taylor & Halsted
POINT (-87.65984560700002 41.859536271000024),6375,BLUE ISLAND,16TH STREET,SWB,FS,60,N60,CHICAGO,Blue Island & 16th Street
POINT (-87.70244610399999 41.91027925100002),17129,NORTH AVENUE,HUMBOLDT,WB,FS,72,,CHICAGO,North Ave & Humboldt
POINT (-87.687356271 41.99786769100001),1770,DEVON,OAKLEY,WB,NS,155,,CHICAGO,Devon & Oakley
POINT (-87.69928441899998 42.06446909800002),12641,CENTRAL STREET,GREEN BAY RD,WB,FS,"201,206",,EVANSTON,Central Street & Green Bay Rd
POINT (-87.790254307 41.96844150499999),9732,GUNNISON,NEENAH,WB,NS,81W,,HARWOOD HEIGHTS,Gunnison & Neenah
POINT (-87.69830817399998 41.70630643300001),12202,103RD STREET,ALBANY (east leg),WB,NS,103,,CHICAGO,103rd Street & Albany
POINT (-87.65444651500002 41.69229364500001),2923,111TH STREET,THROOP,WB,NS,111,,CHICAGO,111th Street & Throop
POINT (-87.72036096599999 41.85898572799999),15172,16TH STREET,HAMLIN,WB,FS,18,,CHICAGO,16th Street & Hamlin
POINT (-87.59162021100002 41.78063815899998),14820,63RD STREET,DORCHESTER,WB,FS,63,N63,CHICAGO,63rd Street & Dorchester
POINT (-87.61683996199997 41.822573739999996),2162,KING DRIVE,OAKWOOD BOULEVARD,NB,NS,3,,CHICAGO,King Drive & Oakwood Boulevard
POINT (-87.62946700100002 41.89171399999998),765,GRAND,DEARBORN,WB,NS,65,,CHICAGO,Grand & Dearborn
POINT (-87.62410399999999 41.89479799999998),1125,MICHIGAN,HURON,NB,NS,"3,10,26,125,143,146,147,148,151",,CHICAGO,Michigan & Huron
POINT (-87.70506991899998 41.84831269),15941,KEDZIE,24TH STREET,NB,FS,52,,CHICAGO,Kedzie & 24th Street
POINT (-87.70512000000002 41.84986500100001),3141,KEDZIE,23RD STREET,NB,NS,52,,CHICAGO,Kedzie & 23rd Street
POINT (-87.63534994000003 41.88624328100002),15020,FRANKLIN,betw. LAKE&W WACKER,NB,MB,37,,CHICAGO,Franklin & Lake/W Wacker
POINT (-87.63711205599998 41.88451318199998),15049,WACKER,RANDOLPH,SB,NS,125,,CHICAGO,Wacker & Randolph
POINT (-87.63591236299999 41.89647375999999),572,CHICAGO,FRANKLIN,EB,NS,"37,66",N66,CHICAGO,Chicago & Franklin (Brown line)
POINT (-87.65617155500001 41.963180722999994),5350,BROADWAY,SUNNYSIDE,SB,FS,36,,CHICAGO,Broadway & Sunnyside
POINT (-87.69785557699998 41.946744688000024),12574,ADDISON,CALIFORNIA,WB,NS,152,,CHICAGO,Addison & California
POINT (-87.62093294599998 41.80210347399998),1543,51ST STREET,INDIANA,WB,NS,15,,CHICAGO,51st Street & Indiana
POINT (-87.634273501 41.85294079200003),6846,CERMAK,ARCHER,WB,NS,21,,CHICAGO,Cermak & Archer
POINT (-87.62369992700002 41.831099729000016),15316,35TH STREET,MICHIGAN,WB,FS,35,,CHICAGO,35th Street & Michigan
POINT (-87.72995235399998 41.86618435899999),367,ROOSEVELT,KEELER,WB,NS,12,,CHICAGO,Roosevelt & Keeler
POINT (-87.76677665900002 41.938639894000005),17019,BELMONT,CENTRAL,WB,FS,77,N77,CHICAGO,Belmont & Central
POINT (-87.77091308299998 41.91975664500001),15337,GRAND,MENARD,WB,FS,65,,CHICAGO,Grand & Menard
POINT (-87.65859157699998 41.85250609000002),6859,CERMAK,THROOP,WB,NS,21,,CHICAGO,Cermak & Throop
POINT (-87.61978426600001 41.663544453999975),7590,127TH STREET,MICHIGAN,WB,NS,"34,108",N34,CHICAGO,127th Street & Michigan
POINT (-87.68630100000001 41.961397999999974),11378,MONTROSE,OAKLEY,WB,NT,78,,CHICAGO,Montrose & Oakley
POINT (-87.616823307 41.802163603),1541,51ST STREET,KING DRIVE (w. serv. dr.),WB,FS,15,,CHICAGO,51st Street & King Drive
POINT (-87.698332574 41.78638521200003),13079,59TH STREET,SACRAMENTO,WB,NS,59,,CHICAGO,59th Street & Sacramento
POINT (-87.66707916000001 41.89615140799998),622,CHICAGO,ASHLAND,WB,NS,66,N66,CHICAGO,Chicago & Ashland
POINT (-87.63938045700002 41.87682748100002),84,VAN BUREN,CANAL,WB,NS,37,,CHICAGO,Van Buren & Canal
POINT (-87.79609920399997 41.952809840999976),5738,IRVING PARK,OAK PARK,WB,NS,80,X80,CHICAGO,Irving Park & Oak Park
POINT (-87.78528450099998 41.92378885800002),1282,FULLERTON,NARRAGANSETT,WB,NS,74,,CHICAGO,Fullerton & Narragansett
POINT (-87.70106200100003 41.88108800100002),479,MADISON,SACRAMENTO,WB,NS,20,N20,CHICAGO,Madison & Sacramento
POINT (-87.65419499900003 41.881722000000025),460,MADISON,ABERDEEN (east leg),WB,NS,20,N20,CHICAGO,Madison & Aberdeen
POINT (-87.63147499899998 41.82873699999999),6505,WENTWORTH,3600 SOUTH,SB,MB,"24,39,39",,CHICAGO,3600 S Wentworth
POINT (-87.74437795199998 41.852066251),10264,CICERO,21ST PLACE,SB,NS,54,,CICERO,Cicero & 21st Place (Pink Line)
POINT (-87.70222399900001 41.746069999999975),9996,KEDZIE,81ST STREET,NB,NS,52A,,CHICAGO,Kedzie & 81st Street
POINT (-87.78512799999999 41.91103099999998),11710,NARRAGANSETT,WABANSIA,SB,NS,86,,CHICAGO,Narragansett & Wabansia
POINT (-87.63900173000002 41.928292477000014),1079,STOCKTON,ROSLYN,SB,MB,"134,143,151,156",,CHICAGO,Stockton & Roslyn
POINT (-87.67592335900002 41.87153702799998),6640,POLK,DAMEN(east service drive),WB,NS,157,,CHICAGO,Polk & Damen
POINT (-87.62664132600003 41.893295576000014),13198,ONTARIO,WABASH,WB,NS,125,,CHICAGO,Ontario & Wabash
POINT (-87.664154784 41.786821283999984),13066,59TH STREET,ASHLAND,WB,NS,59,,CHICAGO,59th Street & Ashland
POINT (-87.710493993 41.859128071999976),15137,16TH STREET,HOMAN,WB,FS,18,,CHICAGO,16th Street & Homan
POINT (-87.71401846999998 41.735079015999986),9522,87TH STREET,LAWNDALE,WB,NS,87,,CHICAGO,87th Street & Lawndale
POINT (-87.71146299999998 41.893752000000006),11165,HOMAN,HURON,SB,NS,82,,CHICAGO,Homan & Huron
POINT (-87.70555025200002 42.026550215999976),3530,OAKTON,2310 WEST,WB,MB,97,,EVANSTON,2310 W Oakton
POINT (-87.68080114700001 41.85766142199998),6821,18TH STREET,LEAVITT,WB,NS,18,,CHICAGO,18th Street & Leavitt
POINT (-87.74128344600001 41.924380901000006),1264,FULLERTON,KENTON (east leg),WB,NS,74,,CHICAGO,Fullerton & Kenton
POINT (-87.71936288799998 41.92468537299999),1253,FULLERTON,LAWNDALE,WB,NS,74,,CHICAGO,Fullerton & Lawndale
POINT (-87.691930555 42.044280637999975),14381,LAKE,WESLEY,WB,NS,206,,EVANSTON,Lake & Wesley
POINT (-87.77584000000002 42.00155400099999),11651,CALDWELL,LIGHTFOOT,NWB,NS,85A,,CHICAGO,Caldwell & Lightfoot
POINT (-87.646845918 41.960203680999996),4861,MARINE DRIVE,4250 NORTH,SB,MB,"136,146",,CHICAGO,4250 N Marine Drive
POINT (-87.69443100000001 41.813815999999974),4273,CALIFORNIA,44TH STREET,SB,NS,94,,CHICAGO,California & 44th Street
POINT (-87.74053318900002 41.911667471999976),694,GRAND,KENTON,SEB,NS,65,,CHICAGO,Grand & Kenton
POINT (-87.641605916 41.841794795),5134,WALLACE,29TH STREET,SB,NS,44,,CHICAGO,Wallace & 29th Street
POINT (-87.72673508000003 41.91911023199998),9012,PULASKI,DICKENS,SB,NS,53,N53,CHICAGO,Pulaski & Dickens
POINT (-87.62520300099999 41.72732800099999),2458,LAFAYETTE,92ND STREET,SB,NS,29,,CHICAGO,Lafayette & 92nd Street
POINT (-87.581169321 41.70853319399998),14155,103RD STREET,STONY ISLAND GARAGE,SEB,TERM,"J14,15",,CHICAGO,103rd Street & Stony Island Garage Terminal
POINT (-87.781225 42.004144999999994),11654,CALDWELL,TONTY,NWB,NS,85A,,CHICAGO,Caldwell & Tonty
POINT (-87.55656204799999 41.73077339500003),7379,SOUTH CHICAGO,MARQUETTE AVENUE,NWB,NT,30,,CHICAGO,South Chicago & Marquette Avenue
POINT (-87.73862408500003 41.91708316699999),4130,ARMITAGE,KILBOURN,WB,NS,73,,CHICAGO,Armitage & Kilbourn
POINT (-87.70775601899999 41.68421149300002),10061,115TH STREET,ST. LOUIS,WB,NS,52A,,CHICAGO,115th Street & St. Louis
POINT (-87.70726173100002 41.97586864800002),15122,FOSTER,TROY,WB,MB,"92,93",,CHICAGO,Foster & Troy
POINT (-87.61711039300002 41.82365602499999),2206,KING DRIVE,PERSHING,SB,FS,3,,CHICAGO,King Drive & Pershing
POINT (-87.74553941599999 41.90227393499998),15191,DIVISION,CICERO,EB,FS,70,,CHICAGO,Division & Cicero
POINT (-87.75135779099998 41.97522995200001),15187,FOSTER,ELSTON,EB,FS,92,,CHICAGO,Foster & Elston
POINT (-87.66459493100001 41.78668289400002),12980,59TH STREET,ASHLAND,EB,NS,59,,CHICAGO,59th Street & Ashland
POINT (-87.621502787 41.830998088),15520,35TH STREET,INDIANA,EB,FS,"4,35",N4,CHICAGO,35th Street & Indiana
POINT (-87.63310972800002 41.79409469199999),17033,GARFIELD,PRINCETON,EB,NS,55,N55,CHICAGO,Garfield & Princeton
POINT (-87.64736599999998 41.869507),6701,TAYLOR,HALSTED,EB,NS,157,,CHICAGO,Taylor & Halsted
POINT (-87.586601858 41.76618529699999),10831,71ST STREET,STONY ISLAND,WB,FS,71,,CHICAGO,71st Street & Stony Island
POINT (-87.68847772100003 42.01960030800001),3518,HOWARD,BARTON,WB,NS,"97,206",,EVANSTON,Howard & Barton
POINT (-87.66786796299999 42.005478052),1749,PRATT,GREENVIEW (east leg),WB,FS,155,,CHICAGO,Pratt & Greenview
POINT (-87.63311330599998 41.90557246999998),1414,LASALLE,GOETHE,SB,FS,156,,CHICAGO,LaSalle & Goethe
POINT (-87.70245599999998 41.753378999999995),10000,KEDZIE,77TH STREET,NB,NS,52A,,CHICAGO,Kedzie & 77th Street
POINT (-87.62575999900002 41.908064001000014),1136,LAKE SHORE,SCHILLER,NB,FT,151,,CHICAGO,Lake Shore & Schiller
POINT (-87.78587699899998 41.93473399999999),11698,NARRAGANSETT,WELLINGTON,SB,NS,86,,CHICAGO,Narragansett & Wellington
POINT (-87.66380184000002 41.985830951000025),11466,RIDGE,WAYNE,SEB,NS,84,,CHICAGO,Ridge & Wayne
POINT (-87.67539726299998 41.84857230799997),16114,BLUE ISLAND,DAMEN,NEB,FS,60,N60,CHICAGO,Blue Island & Damen
POINT (-87.76504155600003 41.88787356300003),11584,CENTRAL,"LAKE (""north"" leg)",NB,FS,85,,CHICAGO,Central & Lake
POINT (-87.667794001 41.917828000999975),6260,ASHLAND,ARMITAGE,NB,NS,9,,CHICAGO,Ashland & Armitage
POINT (-87.71271300000001 41.949253),11272,KIMBALL,ELSTON,NB,NS,82,,CHICAGO,Kimball & Elston
POINT (-87.67637797100002 41.869229983000025),8876,DAMEN,TAYLOR,SB,NS,50,,CHICAGO,Damen & Taylor
POINT (-87.716885311 41.93475822900001),15215,MILWAUKEE,CENTRAL PARK,SEB,FS,56,,CHICAGO,Milwaukee & Central Park
POINT (-87.73309783100001 41.800279898999975),4511,ARCHER,KOSTNER,SWB,NS,62,N62,CHICAGO,Archer & Kostner
POINT (-87.58600460100001 41.75121319099998),7195,STONY ISLAND,SOUTH CHICAGO/79TH STREET,SB,FS,28,,CHICAGO,Stony Island & South Chicago/79th Street
POINT (-87.66125787099998 41.85253299599998),16186,LOOMIS,CERMAK,SB,NS,60,,CHICAGO,Loomis & Cermak
POINT (-87.72464903999997 41.84437938299999),9058,PULASKI,26TH STREET,SB,NS,53,,CHICAGO,Pulaski & 26th Street
POINT (-87.64511379200002 41.952057767999975),1061,LAKE SHORE,GRACE,SB,FS,"135,146,151,152",,CHICAGO,Lake Shore & Grace
POINT (-87.69127800000001 41.97293100000002),1488,LINCOLN,WINNEMAC,NWB,NS,11,,CHICAGO,Lincoln & Winnemac
POINT (-87.732841855 41.953698771000006),5712,IRVING PARK,KEELER,WB,FS,"54A,80",,CHICAGO,Irving Park & Keeler
POINT (-87.75327907500002 41.91690556499998),4138,ARMITAGE,LECLAIRE/GRAND,WB,NS,73,,CHICAGO,Armitage & Leclaire/Grand
POINT (-87.68709663499999 41.91047688399999),17404,WESTERN,NORTH AVENUE,NB,FS,"49,X49",N49,CHICAGO,Western & North Ave
POINT (-87.781588054 41.95305459100001),5732,IRVING PARK,MELVINA,WB,NS,80,,CHICAGO,Irving Park & Melvina
POINT (-87.79268703499997 41.92369770200003),840,GRAND,NORMANDY (west leg),WB,NS,"65,74",,CHICAGO,Grand & Normandy
POINT (-87.64225536599997 41.67787710499999),15770,119TH STREET,HALSTED,WB,FS,"119,8A",,CHICAGO,119th Street & Halsted
POINT (-87.74591512 41.917005639000024),4134,ARMITAGE,CICERO,WB,NS,73,,CHICAGO,Armitage & Cicero
POINT (-87.622673072 41.89846025000003),5019,CHESTNUT,MIES VAN DER ROHE,WB,MB,"10,125",,CHICAGO,Chestnut & Mies Van Der Rohe
POINT (-87.69549982900003 42.06439785499998),17511,CENTRAL STREET,EASTWOOD,WB,NS,201,,EVANSTON,Central Street & Eastwood
POINT (-87.70549982300003 41.85743874000002),3053,KEDZIE,OGDEN (s. service drive),SB,FS,52,,CHICAGO,Kedzie & Ogden
POINT (-87.77504343300001 41.894935944),9634,AUSTIN,CHICAGO,NB,FS,91,,CHICAGO,Austin & Chicago
POINT (-87.626377865 41.828584965999994),16198,STATE,36TH PLACE,NB,NS,29,,CHICAGO,State & 36th Street
POINT (-87.64208200000002 41.679783000999976),3721,HALSTED,118TH STREET,SB,NS,"8A,108",,CHICAGO,Halsted & 118th Street
POINT (-87.71252099999998 41.93753000100003),11140,KIMBALL,BARRY,SB,NS,82,,CHICAGO,Kimball & Barry
POINT (-87.634232672 41.89482534899997),6613,WELLS,HURON,SB,NS,37,,CHICAGO,Wells & Huron
POINT (-87.57797400099997 41.72599100000002),11938,93RD STREET,BENNETT,EB,NS,"N5,95",N5,CHICAGO,93rd Street & Bennett
POINT (-87.61760718099998 41.89171071300001),17926,MCCLURG,GRAND,NB,NS,"120,121",,CHICAGO,McClurg & Grand
POINT (-87.744106848 41.84915759199998),17992,CICERO,23RD STREET,NB,NT,"54,54B,N60",N60,CICERO,Cicero & 23rd Street
